videoId,title,description,tags,likeCount,commentCount,viewCount,publishedAt,channelTitle
PG2f3GF5RlI,Top 10 Morning Exercises To Do At Home,"Don’t let mornings put you in a bad mood! Make your day so much better by launching yourself off your bed and getting in to a full-on workout mode.

Perform this early morning workout challenge and improve your health and mood for the day. Prep your body to burn calories for the entire day by exercising daily with this 20-min workout and prepare to lose weight in 3-4 weeks! 

Don’t start your day already dreading it before it even started! Get yourself off that bed and do this morning workout challenge! Let’s begin!❤️💪","morning exercise, morning workout, morning challenge, 10 min morning workout, 10 min morning exercise, 10 min morning challenge, morning exercise challenge, best morning workout, burn fat in the morning, fast morning workout, fat burn morning, lose weight in the morning, morning fat burn, morning weight loss, no gym morning workout, no gym morning exercise, full body workout, full body exercise, morning workout at home, daily home workout, roberta's gym",296295,5882,24129700,2020-01-23T11:22:28Z,Roberta's Gym
KV4D8MQrdhw,"Best Pull Workout For 2025 (Back, Biceps, Rear Delts)","This is my new pull day based on science and experience.

Exercise 1: Close grip lat pulldown. Here I’m getting my torso vertical for a big stretch at the top and then driving my elbows down to engage my lats. Anatomy tells us that the lats contribute heavily to biomechanical shoulder extension which is exactly what we’re doing with the close grip. Very high lat emphasis here.

Exercise 2: Chest-supported machine row. This is to target the mid-back like the rhomboids and mid-traps. I’m keeping my elbows higher and more flared while squeezing my shoulder blades together at the top and then feeling them pull apart on the way down.

Exercise 3: Close-grip cable row. This will the lats again with biomechanical shoulder extension, but from a horizontal angle this time. Once I hit failure, I keep going with lengthened partials.

Exercise 4: Reverse cable flyes for the rear delts – I’m using light weight and higher reps to prevent my mid traps from taking over.

Exercise 5: Shrugs for the upper traps. The upper trap fibers run way more horizontally than people realize, so shrug up and in toward your ears.

Exercise 6: Ez bar curl

Exercise 7: Machine preacher curl","push pull legs, push pull legs workout, push pull legs split, push pull legs workout split, ppl workout, ppl, ppl workouts, ppl workout split, ppl workout for size, ppl workout for muscle, workout for size, perfect push workout, ppl split, athlean-x, athlean x, jeff nippard push pull legs, pull workout, pull workouts, bicep workout, back and biceps workout, jeff nippard pull day, back workout for muscle, jeff nippard back, jeff nipard, back and biceps",366315,1754,6117227,2024-11-25T17:06:06Z,Jeff Nippard
EhDqH4Ggp-k,Effective Triceps Workout  💪🏼🔥 #exercise #fitness #gym #gymtok #workout #shorts,,,1547,1,344247,2025-02-19T08:00:21Z,Fitness Zone
cyWvb4YgOUA,Tricep pushdown mistakes #triceps #fitness #gym #workout #shorts #youtubeshorts #trending,"Tricep pushdown mistakes  ❌❌avoid this mistakes 

   
❌ 1) Arms swinging back and forth 
❌ 2) Wrists bent. Stress on the joint

✅ 1) Arms fixed. Constant tension 
✅ 2) Wrists straight. Less risk of injury 

FITNESS GYM is here to help you reach your goals. Whether you want to gain muscle, lose fat, increase your strength, or do some endurance training, we have what you need! No matter your goal, no matter your gender, we are here for you! 

I'm here to Motivate and Inspire. I upload daily videos and shorts relating to Fitness and subscribe this channel

#fitness #gym #workout #bodybuilding #shorts #short #shortvideo #shortsvideo #youtubeshorts #youtube #youtuber",,84594,119,3790337,2022-07-22T13:17:56Z,Fitness Vlogs
FMr4MpdxnWY,"Upper, middle and lower chest workout #gym #excerise #fitness #workout #gymworkout",,,3213,3,200045,2024-09-22T02:06:04Z,Indian gym boy 2233
JlU2pI7_xCY,GROW GLUTES FAST naturally NO BBL | Full workout loading Tuesday 07 May 24 South African 🇿🇦 time,,"aerobic fitneess South Africa, Planet Fitness, gym, fitness, bodybuilding, pilates, exercise, health, how to lose weight, weight loss, fitness first, workout, diet, nutrition, lifetime fiteness, personal trainer, aerobic, fitness studio, crunch fitness, athletic club, health club, health tips, training, fitness motivation, fit workout, dance workout",69248,1267,2391391,2024-05-06T14:43:46Z,Aerobic Fitness South Africa
G5WQ604TNKc,The Bulk Went Well😚 #gym #shorts #youtube #youtubeshorts #workout #fitness,,,3470,39,73540,2025-04-22T15:07:26Z,Ishaan Thakur
Iy-Y08egecU,"Half An Hour Workout You Can Do Anywhere: Lose Fat, Build Muscles","Exercise anywhere, anytime everyday with this 30-min weight loss workout!

Burn as much fat as you can and see quicker results as you exercise your entire body and all your major muscles with today's video workout. 

Strengthen your muscles and burn calories as you exercise with cardio and resistance training. Do this as often as you can to see amazing results! 

Good luck and let's begin the workout!❤️💪

**If you want to be notified when I upload a new video, make sure to subscribe to our channel. I upload new videos everyday from Sunday to Friday!",,46347,1048,4700562,2020-02-04T03:22:24Z,Roberta's Gym
NqZEsz7KPyA,Squat edition✨ know the difference ✅ #squat #workout #gymtips #gymhacks #fitnesstips #fitnesshacks,"Squat edition ✨ 
know the difference🤌🏻

✅ Quads
You need to track your knees out over your toes more and have a straighter back ideally even straighter then I am here.

✅ Glutes
Get lower, keep your knees over your ankles and lean forward to get a deep stretch across your glutes.

✅ Adductors
Keep a wide stance with your toes turned out slightly to work your.",,44438,76,1601347,2024-07-24T13:16:42Z,Fitness Dilek
X0i-DQEiGyY,Day:69/75 Most Effective triceps Workout#fitness #gym #explore#bodybuilding#fyp#workout #back#reels,"Day:69/75 Most Effective triceps Workout
#fitness #gym #explore
#bodybuilding
#fyp
#workout #back
#home #homework
#2024 #love #follow
#100k #100kfollowers
#usafitness","workout back reels, Day:69/75 Most Effective triceps Workout, gym triceps workout, triceps workout, home shoulder, home triceps workout, tricep shots, effective dry se workout, tricep long video, printing presser Barkat, trending shots",19892,12,1402795,2024-09-11T23:47:56Z,@Bodyworkoutips
oOjuSWoKLws,full body stretching exercises for men #gym #motivation #gymworkout #exercise #shoulder,full body stretching exercises for men #gym #motivation #gymworkout #exercise #shoulder,,0,37,2086507,2025-02-14T11:40:52Z,Workoutbodyno. 1
o3MRIayafqI,back workout at gym | back workout with dumbbells | back workout at home Big BACK workout 💪🏽 #shorts,"Back Workout | 5 Exercise’s For A Bigger BACK 🔥🤝 back workout at gym back exercises for men in gym back workout at home back exercises at home back workout with dumbbells back exercises at gym back workout at home with dumbbells back exercises with dumbbells back workout at gym for beginners back exercises back workout 0.5 back workout gym back workout home back workout lats back workout xhit back workout barbell back workout dumbbells back workout calisthenics back workout variations back workout 10 min back workout emi wong back workout in gym back workout push ups back workout 2 dumbbells back workout 3d animation back workout 4 exercises back workout 5 exercises back workout 6 exercises back workout 7 exercises back workout 8 exercises back workout 90 degrees back workout kashish gupta back workout no equipment back workout only dumbbells back workout resistance band back workout saket gokhale back workout tiger fitness back workout using dumbbells back workout yatinder singh back exercises 4d back exercises gym back exercises korean back exercises ranked back exercises yoga back quads exercises back exercises beginners back exercises calisthenics back exercises dumbbell back exercises physiotherapy back exercises variations back exercises 15 min back exercises fst 7 back exercises in gym back exercises 3d animation back exercises mukesh gahlot back exercises using dumbbells back exercises lower back pain back exercises on cable machine back exercises to target all muscles back workout 4d back workout 2024 back workout 90s back workout cbum back workout name back workout tamil back workout video back workout zumba Back workout at gym Back workout
Big BACK workout 💪🏽 #shorts #gymworkout #fitness #back #backexcercise #backworkout #back #gymworkout #gym #best #exercise back workout at gym back exercises for men in gym back workout at home back exercises at home back workout with dumbbells back exercises at gym back workout at home with dumbbells back exercises with dumbbells back workout at gym for beginners back exercises back workout 0.5 back workout gym back workout home back workout lats back workout xhit back workout barbell back workout dumbbells back workout calisthenics back workout variations back workout 10 min back workout emi wong back workout in gym back workout push ups back workout 2 dumbbells back workout 3d animation back workout 4 exercises back workout 5 exercises back workout 6 exercises back workout 7 exercises back workout 8 exercises back workout 90 degrees back workout kashish gupta back workout no equipment back workout only dumbbells back workout resistance band back workout saket gokhale back workout tiger fitness back workout using dumbbells back workout yatinder singh back exercises 4d back exercises gym back exercises korean back exercises ranked back exercises yoga back quads exercises back exercises beginners back exercises calisthenics back exercises dumbbell back exercises physiotherapy back exercises variations back exercises 15 min back exercises fst 7 back exercises in gym back exercises 3d animation back exercises mukesh gahlot back exercises using dumbbells back exercises lower back pain back exercises on cable machine back exercises to target all muscles back workout 4d back workout 2024 back workout 90s back workout cbum back workout name back workout tamil back workout video back workout zumba back workout at gym back exercises for men in gym back workout at home back exercises at home back workout with dumbbells back exercises at gym back workout at home with dumbbells back exercises with dumbbells back workout at gym for beginners back exercises back workout 0.5 back workout gym back workout home back workout lats back workout xhit back workout barbell back workout dumbbells back workout calisthenics back workout variations back workout 10 min back workout emi wong back workout in gym back workout push ups back workout 2 dumbbells back workout 3d animation back workout 4 exercises back workout 5 exercises back workout 6 exercises back workout 7 exercises back workout 8 exercises back workout 90 degrees back workout kashish gupta back workout no equipment back workout only dumbbells back workout resistance band back workout saket gokhale back workout tiger fitness back workout using dumbbells back workout yatinder singh back exercises 4d back exercises gym back exercises korean back exercises ranked back exercises yoga back quads exercises back exercises beginners back exercises calisthenics back exercises dumbbell back exercises physiotherapy back exercises variations back exercises 15 min back exercises fst 7 back exercises in gym back exercises 3d animation back exercises using dumbbells back exercises lower back pain back exercises on cable machine back workout 4d back workout 2024 back workout 90s back workout cbum back workout name back workout tamil back workout video back workout zumba back workout at gym back exercises for men in gym back workout at home","back workout, back workout at home, back workouts, biceps, home workout, arms workout, best back workout for mass, build your back, lats, Back Workout At Gym ( 6 Effective Exercises ), the gym, back exercises, best back workout, upper back workout, back workout at gym ( 6 best exercises ), workout, back workout for mass, back workout at gym, lower back workout, back workout exercises, workout for back, 6 effective exercises, best back exercises, back workout with dumbbells",3363,0,401247,2024-10-29T07:46:33Z,N.S FIT
eqoZ7SMfrCg,Cardio ❤️ KICKBOXING workout routine by @stevenbaloyi3082,,"aerobic fitneess South Africa, Planet Fitness, gym, fitness, bodybuilding, pilates, exercise, health, how to lose weight, weight loss, fitness first, workout, diet, nutrition, lifetime fiteness, personal trainer, aerobic, fitness studio, crunch fitness, athletic club, health club, health tips, training, fitness motivation, fit workout, dance workout",25017,116,1127026,2024-09-05T04:43:29Z,Aerobic Fitness South Africa
3xQBT3auXuk,Top Fitness Expert Shares 3 Simple Exercises to TONE Your Forearms! #armworkout #forearms,"grow your forearms with this dumbbell workout 🔥💪 #shorts #shortsfeed 
forearms workout in gym,bigger forearms workout,huge forearms workout
anabolic aliens,forearms,anabolic aliens forearms , for forearms,big forearms,fitness, forearms workout,how to grow forearms,myalgia in forearms relief,how to grow forearms,how to get bigger forearms,how to make strong forearms indian army,ege fitness,fitness motivation,rajveer fitness series 
forearms workout in gym   
forearm exercises at home   
forearms workout in home   
forearm exercises   
forearm workout   
forearm exercises with dumbbells   
forearms workout in home with dumbbells   
forearm exercises at gym   
arm workout xhit   
forearm workout 2   
forearm workout quick   
forearm workout veins   
forearms workout best   
forearms workout cable   
forearms workout gym   
forearms workout home   
forearm workout equipment   
forearm workout kettlebell   
forearms workout dumbbells   
forearms workout machine   
forearms workout program   
arm workout 4 minute   
arm workout 9 minutes   
forearm workout 7 days   
forearm workout 84 leo   
forearm workout z bar   
forearms workout 5 min   
10 minute forearm workout   
forearm workout 6 minutes   
forearm workout jeet selal   
forearm workout lee priest   
forearm workout one dumbbell   
forearms workout 0-6 months   
forearms workout 30 days   
forearms workout at home   
four arms workout tamil   
forearm workout resistance bands   
forearm workout using dumbbells   
forearm workout yatinder singh   
forearms workout saket gokhale   
forearm exercises gym   
forearm exercises bodyweight   
forearm exercises dumbbell   
forearm exercises kettlebell   
forearm extensor exercises   
forearm exercises calisthenics   
forearms exercises home   
7 best forearm exercises   
forearm exercises 5 min   
forearm exercises in gym   
forearm exercises on cables   
top 10 forearm exercises   
9 perfect exercises forearm workout   
forearm exercises pull up bar   
6 best big forearm exercise   
forearms exercises tier list   
forearms exercises 0-6 months   
forearms exercises 20 minutes   
arm workout 4d   
arm workout quick   
arm workout zumba   
forearms workout hindi   
forearm workout calisthenics   
forearm workout gripper   
forearms workout singha","forearm, arm workout, arms workout, anabolic aliens, forearms, anabolic aliens forearms, for forearms, big forearms, fitness, forearms workout in home, arms exercise, arms exercise at home, arms exercise at gym, shorts, viral video, workout",8691,10,570916,2024-09-26T08:50:05Z,N.S FIT
GG5911vVrL4,How Strong is ANATOLY? #shorts #fitness #gym,"Join us in marveling at the incredible strength of Anatoly, a world-class powerlifter who defies the odds in his weight class of just 78 kilograms. In this video, we delve into Anatoly's personal best lifts across three major powerlifting exercises: deadlift, squat, and bench press. Witness as Anatoly lifts staggering weights, placing him among the elite in his category. From his jaw-dropping 639-pound deadlift, which ranks him in the top 1.2% of his class, to his impressive squats and bench press achievements, Anatoly's journey is not just about raw power, but a testament to dedication and the human spirit. Whether you're a powerlifting enthusiast or simply in awe of human strength, this video will leave you inspired and amazed. Subscribe and follow us for more extraordinary stories of strength and perseverance in the world of sports.","Anatoly Powerlifting, World Class Powerlifter, 78kg Powerlifting Champion, Powerlifting Personal Records, Deadlift 639lbs, Squat 463lbs, Bench Press 320lbs, Elite Powerlifters, Strength Training, Powerlifting Rankings, Fitness Inspiration, Weightlifting Achievements, Strength Sports, Powerlifting Techniques, Gym Motivation, Athletic Performance, Powerlifting Training, Strength Conditioning, Weight Class Athletes, Sports Achievement Stories",743705,4860,16094919,2024-01-16T21:07:59Z,bodybuildbeast
IswoUe3G3G0,Morning routine 🦍 #ankitbaiyanpuria  #workout #fitness #motivation #kusti #viral,,,1053188,1972,12974779,2023-05-13T11:24:28Z,Ankit Baiyanpuria
EKUNGQ4LmH8,Beginner's Guide to the Gym | DO's and DON'Ts,"Get started going to the gym the RIGHT way!  Everything from how to prepare to supplements and pre/post workout etc. in this video I cover everything I wish I would have known before I went to the gym for the first time.

◼ Check Out The Magnus Method Training Program App 
⚡️ https://magnusmethod.com/ ⚡️

For daily fitness advice & inspiration, follow me on Instagram:
💪 https://www.instagram.com/magnuslygdback/ 💪

◼ Check out some of my products!

◾ My Beard Oil: 
👉  https://magnusmethod.com/products/beard-oil

◾ My Training Bands: 
👉  https://magnusmethod.com/collections/all",,93707,1180,3344738,2022-01-30T17:00:06Z,Magnus Method
-nz_BLhrYew,Full Ab Workout Routine | Fitness Motivation #shorts #gym #fitnessmotivation #workout #fitness,"Full Ab Workout Routine | Fitness Motivation #shorts #gym #fitnessmotivation #workout #fitness

Your Queries :
fitness marshall, fitness blender, fitness workout, fitness motivation, fitness journey, fitness music, fitness blender abs, fitness dance, fitness blender hiit, fitness queen, fitness blender stretch, fitness blender lower body, fitness blender arms,workout music, workout at home, workout songs, workout motivation, workout for kids, workout for beginners, workout music 2024, workout at home, workout at home full body, workout at home for belly fat, workout at home abs, workout at home with dumbbells,gym songs, gym motivation songs, gym, gym motivation, gymnasts, gym workout, gymnastics-girl stretching, gymnastics-girl,exercise for kids, exercise to lose weight fast at home, exercise for belly fat, exercise for beginners, exercise to lose belly fat, exercise for weight loss, exercise for back pain, exercise to lose weight fast at home for women, exercise to lose weight fast at home for girls, exercise to lose weight fast at home with dumbbells, exercise music for women

Follow Me On :
• Instagram :
https://www.instagram.com/musclefitness_4?igsh=ejgweDFjbmc4ZjF2

#fitnessmarshall#fitnessblender#fitnessworkout #fitnessmotivation#fitnessmusic #fitnessqueen#workoutathome #workoutmusic#workoutmotivation#workoutforbeginners#exerciseforkids#exercisetoloseweightfastathome#exerciseforbellyfat#exerciseforbackpain #exerciseforweightloss #gym #gymmotivationsongs#gymworkout#gymnasticsgirl

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, comment, news reporting, teaching, scholarship, and research. Fair use is a use permitted by copyright statute that might otherwise be infringing. Non-profit, educational or personal use tips the balance in favour of fair use.""","workout, exercise, gym, yoga, fitness, motivation, viral, wellness, ifbbpro, fbb",0,118,386972,2024-04-21T15:13:41Z,Fitness 
eMjyvIQbn9M,The Best Science-Based Minimalist Workout Plan (Under 45 Mins),"My new ESSENTIALS Training Program: https://jeffnippard.com/products/the-essentials-program

Let’s goo!!! My long-awaited Essentials Program (short and intense workouts that take 45 mins) is available at the link above 😤📘 

Here is a brief overview of The Essentials Program:

1️⃣ - The workouts are designed to take no longer than 45 mins. These are perfect for anyone who wants to make the most of their time in the gym, but not spend half their day there.

2️⃣ - This program focuses on QUALITY over quantity. We will be training at a high intensity and focusing on individual set execution to drive gains as time-efficiently as possible. 

3️⃣ - Even though it is a minimalistic routine time-wise there is still a lot of variety. This is important to prevent boredom and stagnation. There are a number of unique exercises and techniques I haven’t used in any of my other programs! For most exercises we will be doing just 1-3 hard sets, so we have to make them count!

Here are some more details on what comes with the new program:

▪️ Appropriate for all training levels (assuming you’re looking to prioritize time-efficiency)
▪️ Option to train 2, 3, 4 or 5x per week.
▪️ 12 week program length (3 distinct blocks to avoid monotony).
▪️ Full custom Excel spreadsheet.
▪️ Videos and coaching cues from me for every exercise.
▪️ Exercise substitutions included.

Check it out here to see if it’s right for you and your goals: https://jeffnippard.com/products/the-essentials-program

-------------------------------

** My Fundamentals Training Program: https://shop.jeffnippard.com/product/fundamentals-hypertrophy-program/

** MacroFactor Diet App: http://bit.ly/jeffmacrofactor [FREE 2 week trial]

** My Ultimate Guide To Body Recomposition:
https://shop.jeffnippard.com/product/the-ultimate-guide-to-body-recomposition/

** MASS (Monthly Research Review): https://bit.ly/jeffMASS

** Rise Gym Apparel: https://rise.ca/jeff

** PEScience Supplements: https://www.PEScience.com/discount/jeff

** Instagram: https://instagram.com/jeffnippard

-------------------------------

Timestamps:

0:00 - Training Minimalism Setup
0:30 - Full Body Day 1
6:45 - Full Body Day 2
11:47 - More Minimalistic Splits

-------------------------------

References:

Overhead Triceps Extension Research:
https://pubmed.ncbi.nlm.nih.gov/35819335/
https://www.massmember.com/products/mass-subscription/categories/2151295402/posts/2161731393

Hamstring Curl Study:
https://pubmed.ncbi.nlm.nih.gov/33009197/

Knees Over Toes video:
https://www.youtube.com/watch?v=dCHLUtf--pg

Training Minimalism Explained Video:
https://youtu.be/xc4OtzAnVMI

-------------------------------

Written by Jeff Nippard
Filmed by Matt Dziadecki & Jeff Nippard
https://www.instagram.com/dziadecki/
Edited by Jeff Nippard

Music by Bankrupt Beats:
https://www.youtube.com/watch?v=-FDb0SGXtVQ
https://www.youtube.com/watch?v=UATziKKm0aw
https://www.youtube.com/watch?v=FaA7fM9pYA4

-------------------------------

In this video I cover how to set up the first week of a 2 day per week minimalist training routine. We will discuss the exercises, various cues for each movement, along with specific training techniques to make the workouts faster but still effective. Lastly, we will cover how to adapt this 2x/week program to a 3x, 4x, and 5x version.

-------------------------------

About me: I'm a Canadian natural pro bodybuilder and internationally-qualified powerlifter with a BSc in biochemistry/chemistry and a passion for science. I've been training for 12 years drug-free. I'm 5'5 and fluctuate between 160 lbs (lean) and 180 lbs (bulked).

-------------------------------

Disclaimers: Jeff Nippard is not a doctor or a medical professional.  Always consult a physician before starting any exercise program. Use of this information is strictly at your own risk. Jeff Nippard will not assume any liability for direct or indirect losses or damages that may result from the use of information contained in this video including but not limited to economic loss, injury, illness or death.","jeff nippard full body, jeff nippard minimalist workout, minimalist workouts, jeff nippard minimalism, jeff nipard, training minimalism, jeff nippard volume, training volume, the essentials program, jeff nippard essentials program, essentials program, jeff nippard essentials, jeff nippard beginner workouts, athlean x, athleanx, high intensity training, dorian yates, jeff cavalier, how to train like a minimalist, jeremy ethier, more gains, half the time, 3/7 method, 45 mins",129347,2103,4789247,2022-11-01T16:00:05Z,Jeff Nippard
0jiO76Mvq9E,deepika padukone workout #deepikapadukone #fighter #workout #gym #fitness #fitnessmotivation #fit,,"deepika padukone, deepika padukone workout, kirti sanon workout, malaika arora workout, alia bhatt workout, kiara advani workout, kareena kapoor workout, akansha puri workout, sikandar, salman khan",24531,44,2550386,2025-03-30T20:19:58Z,san ju
GG5911vVrL4,How Strong is ANATOLY? #shorts #fitness #gym,"Join us in marveling at the incredible strength of Anatoly, a world-class powerlifter who defies the odds in his weight class of just 78 kilograms. In this video, we delve into Anatoly's personal best lifts across three major powerlifting exercises: deadlift, squat, and bench press. Witness as Anatoly lifts staggering weights, placing him among the elite in his category. From his jaw-dropping 639-pound deadlift, which ranks him in the top 1.2% of his class, to his impressive squats and bench press achievements, Anatoly's journey is not just about raw power, but a testament to dedication and the human spirit. Whether you're a powerlifting enthusiast or simply in awe of human strength, this video will leave you inspired and amazed. Subscribe and follow us for more extraordinary stories of strength and perseverance in the world of sports.","Anatoly Powerlifting, World Class Powerlifter, 78kg Powerlifting Champion, Powerlifting Personal Records, Deadlift 639lbs, Squat 463lbs, Bench Press 320lbs, Elite Powerlifters, Strength Training, Powerlifting Rankings, Fitness Inspiration, Weightlifting Achievements, Strength Sports, Powerlifting Techniques, Gym Motivation, Athletic Performance, Powerlifting Training, Strength Conditioning, Weight Class Athletes, Sports Achievement Stories",743705,4860,16094919,2024-01-16T21:07:59Z,bodybuildbeast
FMCq0hT3KRU,1 Leg Curl Mistake To Avoid ❌,"✅ Subscribe to my main fitness channel: https://www.youtube.com/user/NalewanyjFitness

Get Your FREE Workout & Diet Plan:
📝 https://www.SeanNal.com/freeplan

Premium Quality, Science-Based Supplements:
💊 https://www.RealScienceAthletics.com/
(Save 10% with coupon code YOUTUBE10)

Connect With Me:
👉 https://www.instagram.com/Sean_Nalewanyj
👉 https://www.tiktok.com/@sean_nalewanyj






#fitness #gym #workout #buildmuscle #bodybuilding","bodybuilding, fitness, build muscle, gym, workout, hypertrophy, muscle building, muscle growth, fat loss, burn fat, weight loss, fat burning, diet, nutrition",45625,196,1463855,2023-05-18T15:00:18Z,Sean Nalewanyj Shorts
IVhcIHia5BA,"Best leg workouts, #best #leg #workout #shorts",,,13356,12,1146841,2024-09-18T04:12:38Z,Majdur Fitness
0jiO76Mvq9E,deepika padukone workout #deepikapadukone #fighter #workout #gym #fitness #fitnessmotivation #fit,,"deepika padukone, deepika padukone workout, kirti sanon workout, malaika arora workout, alia bhatt workout, kiara advani workout, kareena kapoor workout, akansha puri workout, sikandar, salman khan",24531,44,2550386,2025-03-30T20:19:58Z,san ju
UqFzWx8X5AM,My Fat Burning GYM Routine (Treadmill Interval Running),"Download My Fitness App & Get 25% Off All FIO Premium Plans: https://www.fiolife.com/go-premium/FIOWITHJO 
SUBSCRIBE: http://bit.ly/SUBJoannaSoh | Follow my IG: https://instagram.com/joannasohofficial/

♥ A lot of you have been wondering what I do in the GYM. Here's my Fat Burning Gym Routine in an hour! READ below for more info.
♥ LIKE, SHARE this video & SUBSCRIBE http://www.youtube.com/joannasohofficial Support me in reaching 1 million subscribers!!! xx
♥ Joanna is a certified Personal Trainer (ACE), Women’s Fitness Specialist (NASM) and Nutrition Coach (VN).

Don't be intimidated by the weight section. Take this workout and practice it in the gym. =)

Here's the workout sequence -
Warm up: 5 - 10 mins
Superset 1: Goblet Squat / In & Out Jumps
4-Minute Incline Interval Running
Superset 2: Bent-Over Row to Deadlift / Push-up & Twist
4-Minute Speed Interval Running
Superset 3: Bicep Curl to Shoulder Press / Bench Dips
4-Minute Incline Interval Running
Superset 4: Half V Tucks / Spiderman Plank
4-Minute Speed Interval Running

*Each Superset: 8 Minutes, 8 Intervals (45secs Workout - 15secs Rest)
*Rest for 1 minute between each transition

Total Time: 1 hour
Estimated Calories Burned: 450 - 550Cals
Best Results: Do this workout 2 to 3 times weekly on alternate days
Perform moderately intense workout on other days.

*You can perform the treadmill cardio training on other machines such as stepper, cross-trainer, row, bicycle etc. 

Be sure to SNAP & SHARE pictures of yourself in the gym. Tag me @JoannaSohOfficial #JSohActive. xx

Please LIKE, SHARE & SUBSCRIBE to my channel. Do READ this box more info. Let's stay connected!
http://www.facebook.com/joannasohofficial
http://instagram.com/joannasohofficial/
https://twitter.com/Joanna_Soh/
http://www.joannasoh.com
(Subscribe to my website for printable workouts & recipes)

Lots of Love xx


Talky Beat by Twin Musicom is licensed under a Creative Commons Attribution license (https://creativecommons.org/licenses/by/4.0/)
Source: http://www.twinmusicom.org/song/265/talky-beat
Artist: http://www.twinmusicom.org","short, exercise, workout, energy, nutrition, body, mind, soul, fitness, fit, food, faith, health, living, balance, love, fat, burning, lose, weight, female, women, woman, sexy, tone, how to, easy, effective, beginner, fun, joanna soh, jsoh, gym routine, fat burning, gym workout, beginner gym workout, gym workout for ladies, weight training, strength training, hiit, high intensity, treadmill, treadmill interval",174684,1776,8581886,2016-10-08T07:09:41Z,Joanna Soh Official
jIkWhcbDcrY,i see pookie I act chalant again 😚  #gym #trending #fit #fitness #workout #training   #gymrat,,,112268,205,4710244,2025-04-23T03:57:21Z,LilBigNanc
IswoUe3G3G0,Morning routine 🦍 #ankitbaiyanpuria  #workout #fitness #motivation #kusti #viral,,,1053188,1972,12974779,2023-05-13T11:24:28Z,Ankit Baiyanpuria
CIGeU5y5rfI,Day:54/60 Most Effective Shoulder Workout#fitness #gym#explore#bodybuilding #fyp#workout #back#2024,"Day:54/60 Most Effective Shoulder Workout
#fitness #gym
#explore
#bodybuilding #fyp
#workout #back
#home #homework
#2024 #love #follow","Day:54/60 Most Effective Shoulder Workout, fitness gym, explore, bodybuilding fyp, workout back, 2024 love follow, gym shoulder workout, home exercise, home workout, home shoulder workout",3893,5,368658,2024-08-23T14:15:28Z,@Bodyworkoutips
Q04IrxkVY2o,Best Back Workout At Home #fitness #gym #workout #backworkout #gymworkout #shorts #viral #foryou,,,3986,4,189374,2024-09-12T00:30:14Z,MRB Fitness
S8IUxOj8lQc,Desi dumbbells workout for Indian wrestler 🦍,,,322033,1310,4834082,2023-06-07T04:10:24Z,Ankit Baiyanpuria
SYruySrzPE0,Top 5 Workouts you can do from home #health #workout #homeworkout,,,59022,72,1007225,2024-08-17T21:39:47Z,elevatemindhq
_qFNWVytKTg,time table exercise #timetable #timetableworkout #gym #workout #exercises #monday #tuesday #weekly,,,2631,6,177354,2024-05-28T13:18:04Z,fitness fix
3RDdTX5PlV8,Best workout plan #gym#workout#trending#viral#shorts,"#youtubeworkout
 #youtube 
#workout
 #fitness 
#exercise 
#athomeworkout 
#cardio 
#homeworkout
 #lowimpactcardio #walkingworkout 
#homefitness 
#powerwalk 
#fastwalk 
#youtubechannel 
#workoutathome 
#quickworkout 
#hiitwalk #intervalwalk #onlineworkouts
 #workoutvideo
 #walkingathome #homewalkingworkout #walkandtone 
#youtubefitness 
#health 
#wellness 
#youtubeworkouts 
#briskwalk 
#gains 
#legday",,4592,58,416358,2024-11-17T00:30:03Z,Naitik_Fitness
roOWVMDKK4U,Every gymbro will relate #bodybuilding #fitness #shorts,,,429332,4577,11606472,2025-03-25T06:30:23Z,Kangkan DB
2FoSJx9mOa4,Biceps workout beginners #tamilhealthandfitness #workout #exercises #shorts,,,19349,157,292719,2024-09-04T05:05:38Z,Tamil Health and Fitness
weuGeUPs0SQ,This is Muscle Control Level 10000  #gym #fitness #workout #musclecontrol  #bodybuilding,,,800,13,37629,2025-04-28T22:42:02Z,Munzfitness
KYnTTgPfiYY,Ab Circuit #abs #fitness #fitnessmotivation #gym #gymmotivation #workout #exercise #fit #creative,,,297,7,7100,2025-04-29T21:02:04Z,Darien “That Ab Guy” Johnson
